WKT,name,description
"POLYGON ((106.8163005 -6.3050256, 106.8162522 -6.3050363, 106.8161825 -6.3051029, 106.8161905 -6.3052682, 106.8162495 -6.3058707, 106.8169576 -6.3069691, 106.816912 -6.3072357, 106.816676 -6.3078115, 106.8164936 -6.3079635, 106.8161288 -6.3079982, 106.8159974 -6.3080915, 106.8158418 -6.3084994, 106.8157962 -6.3089019, 106.8158123 -6.3090646, 106.8157131 -6.3095471, 106.8158123 -6.3100403, 106.8159679 -6.3101656, 106.8160671 -6.3103575, 106.8161074 -6.3105841, 106.8161503 -6.3105628, 106.8161959 -6.3105868, 106.8166867 -6.3105388, 106.8167672 -6.3104988, 106.8171454 -6.3104775, 106.8176255 -6.3102296, 106.8176738 -6.3102829, 106.8177838 -6.3108881, 106.8176845 -6.3118558, 106.8176389 -6.3122077, 106.8177596 -6.3139219, 106.8177945 -6.3147057, 106.8177972 -6.314783, 106.8172554 -6.3151083, 106.8164453 -6.3151402, 106.8163541 -6.3159774, 106.816558 -6.3160493, 106.8166358 -6.3161453, 106.8172473 -6.3162173, 106.8174699 -6.3162679, 106.817647 -6.3162279, 106.8178562 -6.3161293, 106.8180171 -6.316132, 106.8182558 -6.3163532, 106.818524 -6.3164386, 106.8188888 -6.3165665, 106.8188835 -6.3166412, 106.8190739 -6.3167265, 106.8191007 -6.3167265, 106.8191678 -6.3168624, 106.8190927 -6.317201, 106.8201387 -6.3173343, 106.8204177 -6.3173556, 106.8205491 -6.3174489, 106.821791 -6.3174916, 106.822947 -6.3173503, 106.8234003 -6.3173396, 106.8236953 -6.317385, 106.8237383 -6.3174916, 106.8237409 -6.3177235, 106.8248004 -6.3177795, 106.8248326 -6.317345, 106.8249265 -6.3168731, 106.8250633 -6.3162679, 106.8251598 -6.3156121, 106.8252215 -6.3151323, 106.8254039 -6.3139139, 106.8255783 -6.3127756, 106.825758 -6.3113546, 106.825884 -6.3112426, 106.8259779 -6.3112666, 106.826458 -6.3114079, 106.8265546 -6.3113813, 106.8268979 -6.3100403, 106.8270561 -6.30867, 106.8268335 -6.3087206, 106.8246314 -6.3085127, 106.8245535 -6.3083908, 106.8245481 -6.3083002, 106.8244837 -6.3082682, 106.8245857 -6.306402, 106.8234055 -6.306434, 106.8229227 -6.3064287, 106.8225847 -6.3066526, 106.8205892 -6.3065246, 106.8205677 -6.3060021, 106.8205087 -6.3058102, 106.8191461 -6.3055276, 106.8189852 -6.3054049, 106.8163005 -6.3050256))",Kebun Binatang Ragunan,
