WKT,name,description
"POLYGON ((106.851258 -6.2330277, 106.8509147 -6.2328677, 106.8507162 -6.2332517, 106.8506519 -6.2335823, 106.8507699 -6.2340996, 106.8507967 -6.2342649, 106.8509576 -6.2345262, 106.8511239 -6.2346542, 106.8517998 -6.2350434, 106.8521807 -6.2352941, 106.8524328 -6.2354967, 106.8526689 -6.2359447, 106.8527118 -6.2363286, 106.8526367 -6.2366646, 106.8522505 -6.2377738, 106.8521432 -6.2383337, 106.8517837 -6.2395122, 106.8517301 -6.2399068, 106.8519286 -6.2406054, 106.8522612 -6.241272, 106.8526206 -6.2421305, 106.8539295 -6.2420399, 106.8532643 -6.241224, 106.8530873 -6.2408614, 106.8529103 -6.2399282, 106.8529639 -6.2392989, 106.8530444 -6.2391283, 106.8534896 -6.2375925, 106.853554 -6.2370752, 106.8535916 -6.2367126, 106.8532536 -6.2347341, 106.8528244 -6.2347875, 106.852626 -6.233481, 106.8517194 -6.233513, 106.8516604 -6.233561, 106.8513063 -6.2335236, 106.8512527 -6.2333316, 106.851258 -6.2330277))",Tebet Eco Park,
