WKT,name,description
"POLYGON ((106.8829682 -6.2980539, 106.884084 -6.3022342, 106.884599 -6.3034286, 106.8883326 -6.3051348, 106.8943837 -6.3062865, 106.8989756 -6.3084193, 106.9021513 -6.3106374, 106.9127943 -6.3114052, 106.9254544 -6.3098696, 106.9351962 -6.3073529, 106.9451525 -6.3021916, 106.9511177 -6.2993336, 106.9533923 -6.2971155, 106.9538214 -6.2948973, 106.9563534 -6.2937883, 106.9582417 -6.2896505, 106.9555809 -6.2887547, 106.9407447 -6.2955552, 106.8990386 -6.2964165, 106.8887453 -6.2910067, 106.8802799 -6.2899374, 106.8829682 -6.2980539))",Polygon 1,
