WKT,name,description
"POLYGON ((106.7986429 -6.2145698, 106.7982459 -6.2146551, 106.7981708 -6.2149217, 106.7983639 -6.2163403, 106.7983532 -6.2206279, 106.8029988 -6.2224731, 106.8047798 -6.2246808, 106.8087602 -6.2220998, 106.8084597 -6.2213852, 106.8082774 -6.2155617, 106.8061209 -6.215519, 106.8060994 -6.2145271, 106.8062281 -6.2144951, 106.806196 -6.2142391, 106.806314 -6.2142605, 106.8063032 -6.2138232, 106.8058741 -6.2138232, 106.8058526 -6.2132899, 106.8062496 -6.2132472, 106.8061852 -6.2127673, 106.7986429 -6.2145698))",Gelora Bung Karno,
